s10x,s10y,s32x,s32y,s100x,s100y,s320x,s320y,s1000x,s1000y,s3200x,s3200y,s10000x,s10000y,s32000x,s32000y
0.106877512386073,-3.49124751941181,0.104976182475195,3.00986486945256,0.105840344088987,5.04855036359436,0.103421204297492,5.64348004928753,0.102546968098597,5.81098709569573,0.104230598169797,5.84821719367963,0.105041683156862,5.85157246730356,0.103429480534543,6.00803731117151
0.11413260154119,-4.42127382891283,0.114306119739074,2.49966780545296,0.115256268271883,4.90134859364867,0.112625227732393,5.63034622766837,0.111757347639151,5.69880414779071,0.113508198145001,5.89705817836235,0.11439002424582,5.8425129698588,0.112634824997137,6.01854404493638
0.121880182685255,-5.35130013841385,0.124462575850676,1.89081696815648,0.125508332576084,4.69849597722781,0.122649730001513,5.667804084663,0.121706595501831,5.81088473074067,0.123610330609396,5.89910186032733,0.124569981384374,5.82052560448223,0.122657687607898,5.96337491259612
0.130153886034082,-6.27437009210547,0.135518755925462,1.19090110935519,0.136671181404923,4.45769960184662,0.133563559849081,5.6053433763954,0.13253462517081,5.6839196322405,0.134611021013752,5.88343845477748,0.1356559628396,5.80106782303635,0.1335742280527,5.96921297045713
0.138990089631727,-7.16961462255951,0.14755326177816,0.373359597776847,0.148825626719737,4.17895946750509,0.145446968110633,5.49355578147936,0.14432985293457,5.6783745624134,0.146591205253131,5.88295255281177,0.147731319099841,5.8676158952339,0.145461670073532,5.95403337295759
0.149002191364869,-8.07467762814357,0.160033525669578,-0.488117097198622,0.162058831890132,3.83950931882702,0.158386478938698,5.34761880349901,0.157174300847313,5.65765198900217,0.159636101535251,5.83946372402434,0.160878074103494,5.83551019413457,0.158407614118143,5.95549993077946
0.160357779459658,-8.92208245750652,0.172896776166631,-1.38290472306232,0.176467671970833,3.47349853887671,0.172476371307628,5.18144515407315,0.171161396059762,5.62554628790284,0.17384239546347,5.81052000283837,0.175195793143331,5.82996512430748,0.172506065372605,5.96570948867961
0.173250661875242,-9.72302251954164,0.186070247324389,-2.30729322338257,0.192154738095103,3.03918899279779,0.18782051978395,5.0355081760928,0.186394458540019,5.62379559397179,0.189311460081371,5.74615105225483,0.190786082478279,5.78457910757203,0.187857188119831,5.92484355991566
0.188639182921222,-10.4608821373033,0.200245646920597,-3.27249234445128,0.209232818180633,2.52899192879819,0.204528889840111,4.87059931863229,0.202981208014887,5.57651238928832,0.20615949040121,5.73653653940281,0.207765390204602,5.77587205783158,0.204576782272355,5.93724748162854
0.205402416983069,-11.0242004638473,0.215495619146699,-4.35084818668616,0.227825705731311,1.95808485046205,0.222722325236198,4.67912982989954,0.221042127404632,5.49128542564452,0.224506971442498,5.72768090172999,0.226254573272219,5.7425015647669,0.222781597723078,5.89137765684279
0.223664613283504,-11.3977999955897,0.230126061293101,-5.2391363613308,0.248065426224618,1.28852399882903,0.242531291253618,4.43453907862231,0.240709809083958,5.40099929413934,0.244485931310081,5.69304561669997,0.246393877462223,5.7970721575469,0.242609881434582,5.91055130217949
0.243559617974681,-11.6006526120106,0.245747667958795,-6.16684388556202,0.270097591478022,0.524103749795161,0.264101850516373,4.18615395144905,0.262126299157658,5.29047649118864,0.266243329607957,5.66702197140221,0.268320452848691,5.76059495640843,0.264204373726547,5.95433311900083
0.265233122763591,-11.6517301925901,0.263450778241839,-7.05868981510823,0.294083380135324,-0.289643385887146,0.287588724123153,3.90361944121148,0.285447232033938,5.16351139268846,0.289939887758862,5.68681695835367,0.292206902831838,5.85866951164681,0.28771314479277,5.87416532321841
0.288844898439302,-11.5510327373282,0.283527843420394,-7.91815232787413,0.320193072783541,-1.19066116717823,0.31315987769661,3.55658054074134,0.310842729916192,5.03275191829225,0.315740450135968,5.63346275223655,0.31820856152079,5.79620880337921,0.313318759480429,5.86735546142597
0.314569138470692,-11.298560246225,0.30750909833393,-8.77861718927732,0.345927385458078,-2.11597243913892,0.341001868230073,3.17159788131086,0.338497035347071,4.89440369210397,0.343838559793993,5.60211592631643,0.346524040860328,5.73501288707695,0.341196756410579,5.7745397459901
0.342591487127659,-10.951228357721,0.334826386833759,-9.46714992039051,0.372285661793963,-3.02644822784038,0.3713161038001,2.74867146292005,0.368607938172516,4.71052295516329,0.37442915896772,5.47350659826131,0.377362917128822,5.7193494815271,0.371561118852627,5.75381717257887
0.373126118004098,-10.4084861105712,0.364581464687822,-10.0171879312985,0.399104589772579,-3.91481597948189,0.404314088387989,2.20053063996011,0.401395341497238,4.5038759628464,0.407742992630527,5.36336323290021,0.410940763167586,5.64234366565804,0.404633222765765,5.79506940546953
0.4063828157658,-9.85941990359463,0.397004598997068,-10.294030877692,0.427855123077648,-4.80735754460904,0.440241225868711,1.61824043393587,0.437096975792519,4.27446271515331,0.444021156109853,5.25650832664902,0.447507571802388,5.57752895127741,0.440641318517756,5.75663974454348
0.442611114230196,-9.23383378271475,0.4323365881955,-10.3033703234151,0.460452870136438,-5.74844129887184,0.479354042737641,0.971445837679047,0.475970878349484,4.01469446029195,0.483518160474839,5.06541827550587,0.48732479485608,5.48078132638106,0.479845496055471,5.63979298176606
0.482072580177296,-8.57536307073591,0.470834957785587,-10.1002247189603,0.495546103585964,-6.58007838840016,0.521932237366427,0.241174971709485,0.518298207055709,3.72077682236628,0.526537267903841,4.94983630469379,0.530686356718678,5.39760013861764,0.522537842758356,5.52421101095398
0.52506160443506,-7.83594567297502,0.512786270492789,-9.6770053125356,0.537460065129245,-7.4418080417687,0.56827914936647,-0.595338419349025,0.564382586426274,3.36994354600011,0.5733791335456,4.79694297090405,0.577895786207536,5.23250464897154,0.569042631513715,5.52119552505758
0.571877207116965,-7.15217912168929,0.558489857410638,-9.13616025333381,0.585204999169057,-8.12907598091654,0.616349214187109,-1.42570123197701,0.614556871192785,2.96219463119342,0.624377576308965,4.56689732722829,0.629317533501397,5.15866081301584,0.619669390659663,5.3942304265574
0.622882205381397,-6.35711087745324,0.608291397844191,-8.41192035915705,0.637239054586412,-8.47510304781441,0.665900268504318,-2.25313145830346,0.669189480278515,2.5392682128026,0.679912101967406,4.3374840795352,0.685303994716858,5.01272383503549,0.67480650912718,5.3090034629136
0.678432318984309,-5.58860326448942,0.662543947368147,-7.61811690688635,0.693933750481278,-8.59802081202548,0.719421814091129,-3.16375970011027,0.728656947203664,1.97974426215457,0.740383613785637,4.09289332825797,0.746271844223735,4.87058123295118,0.734844125401178,5.18962711620549
0.738934431074362,-4.83299652957212,0.721640204766033,-6.79269365548202,0.755734172268486,-8.3493426968183,0.780246918466815,-4.16893844449686,0.793405681528176,1.40124843202636,0.806221386599695,3.78000381085213,0.81265691039992,4.69049487190653,0.800223295615615,5.07025076949738
0.804833731997367,-4.06803033411127,0.786014157320125,-5.92932664511735,0.823097376427612,-7.77434825455221,0.827884456636943,-4.89557704542944,0.863890025060095,0.727893204497304,0.877908590321168,3.44055366217406,0.884937718927516,4.46108162421344,0.871416355333705,4.93569691920514
0.876598546251353,-3.36276231941468,0.856132612022879,-5.05520890304726,0.893026667314879,-7.05129357534394,0.87988542080202,-5.57291047401389,0.940612272383332,-0.060558091878109,0.955957302993685,3.04039349915944,0.963642642967518,4.20890212114414,0.948924243587469,4.71007804740808
0.954767733307881,-2.6321984654112,0.932511086280258,-4.15706011363562,0.968933105908627,-6.15875677277948,0.953981124129182,-6.38711285212632,1.01624928237579,-0.811749669943019,1.04091908969623,2.52779333042569,1.04932674213158,3.86679590933885,1.03332102931601,4.4623253162175
1.03990867972295,-1.89657544354634,1.01569578694952,-3.29369310327095,1.05130550183343,-5.20563643507501,1.03875363502509,-6.95953768082088,1.09793700827008,-1.69342561909931,1.13340325380083,1.89984413445251,1.14262475072658,3.50533838046378,1.12523307682243,4.2512515520219
1.13262970207769,-1.21053226672299,1.10628882066126,-2.48041185473394,1.13626578348178,-4.26394612725832,1.13118674498041,-7.01820401319244,1.17703989872057,-2.54666958162158,1.2341043315691,1.27126254249665,1.24419602324005,3.06306064500319,1.22529213096818,3.93456765872003
1.23362427899048,-0.501216917737303,1.20496874958552,-1.64208772528309,1.22808511875373,-3.34797446063407,1.23198452165932,-6.5608352237034,1.25207433857954,-3.49126251904416,1.34374254208284,0.608784525869565,1.3547665134718,2.52073786508384,1.33422317339559,3.53061311980938
1.34362932400841,0.22492016438747,1.31244471455091,-0.825012100850042,1.32731647524522,-2.45847669669016,1.33667397880292,-5.76401787707623,1.33706389109011,-4.4352843539236,1.43597134721941,-0.0737975373550128,1.47516051071843,1.96981449980014,1.45282389380432,3.08112607014632
1.46340516875444,0.830902009804504,1.42947458450735,-0.110890542396048,1.43455428999558,-1.60582774323372,1.44468978502008,-4.84208361975821,1.4389254243953,-5.40072589345234,1.54172520723749,-0.977986016396713,1.6061719535185,1.18743420485838,1.58192237928675,2.50263024001812
1.59386958159366,1.46926252953436,1.55696388100381,0.673300490938049,1.55649824145746,-0.689386372524249,1.55544292155056,-3.77927314386117,1.56669678217147,-6.24704142224227,1.64282557411016,-1.9485468586765,1.74203044297958,0.342146847039322,1.72248700358877,1.90931827543873
